BookID,Title,Authors,Category,Price,Quantity
244,How To Live Through A Bad Day: 7 Powerful Insights From Christ's Words on the Cross,"By Hayford, Jack W."," Religion , Christian Life , General",4.99,14.0
245,The Ideals Country Kitchen Cookbook,By Kronschnab," Cooking , Reference",4.99,14.0
246,The Passenger from Scotland Yard: A Victorian Detective Novel,"By Wood, H. Freeman"," Fiction , General",12.51,14.0
247,The 27-Ingredient Chili Con Carne Murders,"By Pickard, Nancy"," Fiction , Mystery & Detective , General",5.29,14.0
248,Looking for Alaska,"By Jenkins, Peter"," Travel , United States , West , Pacific (AK, CA, HI, OR, WA)",5.94,14.0
249,Give Us This Day,"By Tudor, Tasha (ILT)"," Juvenile Fiction , Religious , Christian , General",4.99,14.0
250,Crossing Over Jordan,"By Brown, Linda Beatrice"," Fiction , General",4.99,14.0
251,Sculpture & carving at Washington Cathedral,"By Feller, Richard T",,14.62,14.0
252,When Birds Could Talk And Bats Could Sing,"By Moser, Barry (ILT) and Hamilton, Virginia",,5.41,14.0
253,Line of Fire: Continuing the Saga of the Corps,"By Griffin, W. E. B."," Fiction , War & Military",8.79,14.0
254,Sun and Shadow,"By Green, Julie"," Poetry , General",5.0,14.0
255,Heartstring Quilts: Quilts Made Easy (Quilting),By,,5.29,14.0
256,Crooked Hearts,"By Boswell, Robert",,5.0,14.0
257,The Lower Depths and Other Plays,"By Gorky, Maksim"," Drama , European , General",5.29,14.0
258,Chanticleer;: The poems of Terry Wise,By Terry Wise,,8.16,14.0
259,You Know You're A Republican/Democrat If...,"By Benjamin, Frank"," Political Science , Political Process , Political Parties",5.29,14.0
260,From Mama's Kitchen,"By Smith, Catharine P. (EDT)"," Cooking , General",5.29,14.0
261,The Silence Now: New and Uncollected Early Poems,"By Sarton, May"," Poetry , American , General",5.29,14.0
262,Especially for Mothers,"By Rice, Helen Steiner"," Poetry , Subjects & Themes , Inspirational & Religious",5.29,14.0
263,The Big Bite Book of Pizzas,"By Jansz, Meg"," Cooking , General",5.51,14.0
264,Stories In An Almost Classical Mode,"By Brodkey, Harold."," Fiction , Short Stories (single author)",10.99,14.0
265,Princess Margaret,"By Hope, Alice",,8.16,14.0
266,M'sieu Robin : Lyrics and legends of Jean Baptiste and his friends,By Wallace Bruce Amsbary,,7.49,14.0
267,With or Without and Other Stories,"By Dickinson, Charles",,6.97,14.0
268,Parenting Isn't for Cowards: Dealing Confidently With the Frustrations of Child-Rearing,"By Dobson, James C."," House & Home , General",4.99,14.0
269,Frisky Business: All About Being Owned by a Cat,"By Brethwaite, Chris, Ahern, Lee Ann, and Bridgeman, Bill et al",,5.29,14.0
270,The Seacoast of Bohemia,"By Freeling, Nicolas"," Fiction , Mystery & Detective , General",13.12,14.0
271,The Arrival Kit: A Guide for your Journey in the Kingdom of God,By Ralph W. Neighbour Jr.,,5.29,14.0
272,The Catholic Girl's Guide to Sex,"By Anderson, Melinda, Murray, Kathleen, and Arnold, Alli (ILT)"," Self-help , Sexual Instruction",5.29,14.0
273,In the Shadow of the Ark,"By Provoost, Anne and Nieuwenhuizen, John"," Young Adult Fiction , Religious , General",5.47,14.0
274,The Supernaturalist,"By Colfer, Eoin"," Young Adult Fiction , Science Fiction , General",4.99,14.0
275,U and I: A True Story,"By Baker, Nicholson"," Literary Criticism , General",5.29,14.0
276,Love Invents Us,By Amy Bloom,,4.99,14.0
277,Zero Db and Other Stories,"By Bell, Madison Smartt"," Fiction , General",5.0,14.0
278,The Heart of a Leader,"By Blanchard, Kenneth H."," Religion , Inspirational",4.99,14.0
279,Hefner,"By Brady, Frank",,5.29,14.0
280,The Secrets of Savvy Networking: How to Make the Best Connections for Business and Personal Success,"By RoAne, Susan"," Business & Economics , General",5.29,14.0
281,A Shaker's Dozen,"By Rocheleau, Paul (ILT) and Homsen, Kathleen"," Juvenile Nonfiction , Concepts , Counting & Numbers",5.29,14.0
282,Personal History,"By Graham, Katharine"," Biography & Autobiography , Editors, Journalists, Publishers",5.29,14.0
283,Friendship with God: an uncommon dialogue,"By Walsch, Neale Donald"," Religion , Spirituality",4.99,14.0
284,Extravagant Grace,"By Clairmont, Patsy, Walsh, Sheila, Johnson, Barbara, Clairmont, Patsy (EDT), Mullins, Traci (EDT), Swindoll, Luci, Meberg, Marilyn, Wells, Thelma, and Women Of Faith (COR)"," Religion , Inspirational",5.29,14.0
285,13 Things You Gotta Know to Make it as a Christian (Powerlink Student Devotional),"By McDowell, Josh and Hostetler, Bob"," Young Adult Nonfiction , Religious , Christian , General",4.99,14.0
286,Dave Barry's Guide to Marriage and/or Sex,"By Barry, Dave"," Humor , Form , Comic Strips & Cartoons",4.99,14.0
287,The Festival Cookbook: Four Seasons of Favorites,"By Good, Phyllis Pellman"," Cooking , Seasonal",5.94,14.0
288,Shella,"By Vachss, Andrew H."," Fiction , Mystery & Detective , General",4.99,14.0
289,What To Cook When You Think There's Nothing in the House To Eat: More Than 175 Easy Recipes And Meal Ideas,"By Schwartz, Arthur"," Cooking , General",5.29,14.0
290,Little Vegetarian Feasts: Main-Dish Grains,"By Shulman, Martha Rose and Drechsler, Debbie (ILT)"," Cooking , General",10.98,14.0
291,Stir-Fry (Sunset Creative Cooking Library),By Sunset Books," Cooking , Methods , Wok",5.29,14.0
292,Collected Stories of Reynolds Price,"By Price, Reynolds"," Fiction , Short Stories (single author)",6.24,14.0
293,DIY Girl,"By Gesue, Monica (ILT) and Bonnell, Jennifer"," Young Adult Nonfiction , Crafts & Hobbies",5.29,14.0
294,The Divine Pastime: Theatre Essays,"By Clurman, Harold",,5.29,14.0
295,What's Bred in the Bone (Cornish Trilogy),"By Davies, Robertson"," Fiction , Biographical",4.99,14.0
296,Mastering the Zone: The Next Step in Achieving SuperHealth and Permanent Fat Loss,"By Sears, Barry and Goodbody, Mary"," Health & Fitness , Diet & Nutrition , Diets",4.99,14.0
297,North Carolina Lighthouses,By David Stick,,4.99,14.0
298,"Analyzing Performance Problems, or You Really Oughta Wanna","By Robert Frank Mager, Peter Pipe",,5.29,14.0
299,Reviving Ophelia: Saving the Selves of Adolescent Girls (Ballantine Reader's Circle),"By Pipher, Mary Bray"," Family & Relationships , Life Stages , Adolescence",4.99,14.0
300,Napoleon and Hitler,"By Seward, Desmond"," History , Europe , Western",5.36,14.0
301,Encounter and Encouragement: A Bicentennial Review of German-American Relations,By Joachim Hans Schwelien,,4.99,14.0
302,Too Busy to Clean,"By Barrett, Patti"," House & Home , Cleaning & Caretaking",5.72,14.0
303,Keeping Your Kids Catholic: It May Seem Impossible but It Can Be Done,By Bert Ghezzi," Religion , General",4.99,14.0
304,Vines (Burpee American Gardening Series),"By Bales, Suzanne Frutig"," Gardening , General",5.29,14.0
305,Roads to Antietam,"By Schildt, John W."," History , Military , Wars & Conflicts (Other)",5.29,14.0
306,Nursery Rhymes: A Collection from Mother Goose (Illustrated Library for Child.),"By Hale, Glorya (EDT), Anderson, Anne, Lee, Ella Doldar, Anderson, Anne (ILT), and Lee, Ella Doldar (ILT)"," Juvenile Fiction , Nursery Rhymes",5.29,14.0
307,The Art of Cooking with Herbs & Spices,"By Miloradovich, Milo",,5.29,14.0
308,The uncommon cookbook,"By Mellinkoff, Ruth",,24.26,14.0
309,List Your Self: Listmaking as the Way to Self-Discovery,"By Segalove, Ilene and Velick, Paul Bob"," Body, Mind & Spirit , Inspiration & Personal Growth",4.99,14.0
310,The Insider's Guide to Getting Published: Why They Always Reject Your Manuscript and What You Can Do About It,"By Boswell, John"," Reference , General",4.99,14.0
311,"Walking the Cat by Tommy "" Tip"" Paine: Gordon Liddy Is My Muse II","By Batchelor, John Calvin"," Fiction , General",5.8,14.0
312,The Theory of the Modern Stage: An Introduction to Modern Theatre and Drama,By Eric  Bentley,,4.99,14.0
313,Mistler's Exit,"By Begley, Louis"," Fiction , General",4.99,14.0
314,Small Patchwork & Quilting,"By Linsley, Leslie, Aron, Jon (PHT), and Savonen, Robby (ILT)"," Art , General",10.99,14.0
315,A Portfolio of Outdoor Furnishing Ideas (Portfolio Ofideas),"By Cowles Creative Publishing, Cy Decosse Inc"," Architecture , Interior Design , General",4.99,14.0
316,Cooking With Helen McCully Beside You,"By McCully, Helen",,8.79,14.0
317,Christopher Idone's Glorious American Food,"By Idone, Christopher"," Cooking , General",10.99,14.0
318,Family portrait,"By Bowen, Catherine Drinker",,6.72,14.0
319,The Whole Shebang: A State-of-the-Universe(s) Report,"By Ferris, Timothy"," Science , Cosmology",8.29,14.0
320,Eating Well for Optimum Health: The Essential Guide to Bringing Health and Pleasure Back to Eating,"By Weil, Andrew"," Health & Fitness , Diet & Nutrition , Nutrition",4.99,14.0
321,Teverton Hall,"By Gillespie, Jane"," Fiction , Romance , Historical",4.99,14.0
322,Inference of guilt,"By Greene, Harris",,36.2,14.0
323,Lines in the Sand: Desert Storm and the Remaking of the Arab World,"By Amos, Deborah"," History , General",5.51,14.0
324,The Witling,"By Vinge, Vernor"," Fiction , Science Fiction , General",20.85,14.0
325,The Courage to Be Rich: Creating a Life of Material and Spiritual Abundance,"By Orman, Suze"," Business & Economics , Personal Finance , Taxation",4.99,14.0
326,Our Nature,"By Gilbert, Bill"," Science , General",5.29,14.0
327,The Gift of Sex: A Guide to Sexual Fulfillment,"By Penner, Clifford and Penner, Joyce"," Religion , Christian Life , General",4.99,14.0
328,Basic Principles of Classical Ballet,"By Vaganova, A. Ia."," Performing Arts , Dance , Classical & Ballet",4.99,14.0
329,The Biblical Road to Blessing,"By Hinn, Benny"," Religion , Christian Life , Spiritual Growth",4.99,14.0
330,Remembered Laughter: The Life of Noel Coward. Orig Pub in Great Britain Under Title: Life of Noel Coward,"By Lesley, Cole",,10.99,14.0
331,Peanuts: A Golden Celebration: The Art and the Story of the World's Best-Loved Comic Strip,"By Schulz, Charles M. and Larkin, David (EDT)"," Art , Techniques , Cartooning",10.99,14.0
332,Other loyalties;: A politics of personality,"By Brower, Brock",,8.0,14.0
333,The Language of Life: A Festival of Poets,"By Moyers, Bill D., Grubin, David, and Haba, James"," Poetry , General",10.99,14.0
334,The Shutterfly Guide to Great Digital Photos (CLS.EDUCATION),"By Johnson, Dave and Housenbold, Jeffrey"," Computers , Programming , Games",4.99,14.0
335,Henry VIII and His Court,"By Williams, Neville"," History , General",8.79,14.0
336,The New Grove Mozart,"By Sadie, Stanley"," Biography & Autobiography , Composers & Musicians",5.29,14.0
337,Short bike rides in New Jersey,"By Santelli, Robert",,4.99,14.0
338,Pledged: The Secret Life of Sororities,"By Robbins, Alexandra"," Social Science , Women's Studies",4.99,14.0
339,Smoky Mountains Trout Fishing Guide,"By Kirk, Don"," Sports & Recreation , Fishing",4.99,14.0
340,A Thing or Two About Soccer,"By Buckley, James, Teitelbaum, Michael, and Wolff, Rick (FRW)"," Sports & Recreation , Soccer",5.29,14.0
341,Guide to Cults and New Religions,"By Enroth, Ronald"," Religion , Cults",4.99,14.0
342,"Preparatory Piano Literature: Origianl Keyboard Classics With Optional Teacher Duets, Elementary (Developing Artist)","By Faber, Randall (COP), Faber, Nancy (COM), and Hansen, Jeanne (CON)"," Music , Musical Instruments , Piano & Keyboard",4.99,14.0
343,Winter Has Lasted Too Long,"By Kavanaugh, James J",,5.29,14.0
344,"Iron Man: The Cal Ripken, Jr. Story","By Rosenfeld, Harvey"," Sports & Recreation , Baseball , General",4.99,14.0
345,The Only Way I Know,"By Ripken, Cal, Jr. and Bryan, Mike"," Biography & Autobiography , Sports",4.99,14.0
346,Knots on a Counting Rope (Reading Rainbow Books),"By Rand, Ted (ILT), Martin, Bill, and Archambault, John"," Juvenile Fiction , Disabilities & Special Needs",4.99,14.0
347,New Ways With Fresh Flowers: 50 Inspirational Projects for Contemporary Floral Designers,"By Barnett, Fiona",,10.99,14.0
348,QPB Encyclopedia of Word & Phrase Origins,"By Hendrickson, Robert",,8.14,14.0
349,German A La Cartoon,"By Small, Albert H. (EDT)"," Foreign Language Study , German",5.29,14.0
350,The Complete Idiot's Guide to Getting Published,"By Bykofsky, Sheree and Sander, Jennifer Basye"," Language Arts & Disciplines , Publishing",5.29,14.0
351,Death Gets a Time-Out (Mommy-Track Mysteries),"By Waldman, Ayelet"," Fiction , Mystery & Detective , Women Sleuths",4.99,13.0
352,The Reader's Companion to South Africa,"By Ryan, Alan (EDT)"," Travel , Africa , General",4.99,13.0
353,Dealing With People You Can't Stand,"By Brinkman, Rick and Kirschner, Rick",,4.99,13.0
354,Operation Redemption: A Vision of Hope in an Age of Turmoil,"By Trevelyan, George",,5.29,13.0
355,Let Freedom Ring: Winning the War of Liberty over Liberalism,"By Hannity, Sean"," Political Science , Terrorism",4.99,13.0
356,Hamlet (Oxford World's Classics),"By Shakespeare, William and Hibbard, G. R. (EDT)"," Drama , Shakespeare",5.29,12.0
357,The Playboy of the Western World and Other Plays: Riders to the Sea; The Shadow of the Glen; The Tinker's Wedding; The Well of the Saints; The Playboy ... of the Sorrows (Oxford World's Classics),"By Synge, John Millington and Saddlemyer, Ann (EDT)"," Drama , European , English, Irish, Scottish, Welsh",4.99,12.0
358,Grandparenthood,"By Westheimer, Ruth K. and Kaplan, Steven"," Social Science , Gerontology",5.29,12.0
359,Twelve,"By Kittredge, Elaine",,5.79,12.0
360,"Cycles of Fire: Stars, Galaxies and the Wonder of Deep Space","By Hartmann, William K.",,6.38,12.0
361,The Dancing Healers: A Doctor's Journey of Healing with Native Americans,"By Hammerschlag, Carl A."," Religion , Ethnic & Tribal",4.99,12.0
362,Time Exposure: A Photographic Record of the Dinosaur Age,"By Dixon, Dougal and Burton, Jane"," Juvenile Nonfiction , General",5.29,12.0
363,"The Way of the Trout: Anglers, Wild Fish and Running Water","By Montgomery, M. R. and Brown-Wing, Katherine (ILT)",,5.37,12.0
364,Hope Was Here (Newbery Honor Book),"By Bauer, Joan"," Young Adult Fiction , Fantasy , General",5.29,12.0
365,A Tale of Two Cities (Oxford World's Classics),"By Dickens, Charles and Sanders, Andrew (EDT)"," Fiction , Classics",5.29,12.0
366,Frank Sinatra: An American Legend,"By Sinatra, Nancy",,8.24,12.0
367,WP8 - Theory Lessons - Level 2 - Bastien Piano Library,By James Bastien,,5.29,12.0
368,Who Owns America?,"By Hickel, Walter J.",,5.29,12.0
369,Bloodsong,"By Neimark, Jill"," Fiction , General",5.35,12.0
370,The Vampire Book: The Encyclopedia of the Undead,"By Melton, J. Gordon"," Body, Mind & Spirit , Occultism",8.35,12.0
371,A Midsummer Night's Dream (Oxford World's Classics),"By Shakespeare, William and Holland, Peter (EDT)"," Drama , European , English, Irish, Scottish, Welsh",5.29,12.0
372,Bob Miller's Calc for the Clueless: Calc I (Bob Miller's Clueless Series),"By Miller, Robert"," Mathematics , Calculus",4.99,12.0
373,Mariel of Redwall,"By Jacques, Brian and Chalk, Gary (ILT)"," Young Adult Fiction , Fantasy , General",5.29,12.0
374,The Body Book: A Fantastic Voyage to the World Within,"By Bodanis, David"," Medical , General",10.99,12.0
375,Nerilka's Story (Dragonriders of Pern Series),"By McCaffrey, Anne"," Fiction , Fantasy , General",4.99,12.0
376,Americas: The Changing Face of Latin America and the Caribbean (A Main Selection of the History Book Club),"By Winn, Peter"," Social Science , Anthropology , Cultural & Social",6.6,12.0
377,"Mayo Clinic On Vision And Eye Health: Practical Answers on Glaucoma, Cataracts, Macular Degeneration & Other Conditions (""MAYO CLINIC ON"" SERIES)","By Mayo Clinic (COR) and Buettner, Helmut (EDT)"," Health & Fitness , Health Care Issues",5.29,12.0
378,Parrot in the Oven: Mi vida (Cover May Vary),"By Martinez, Victor"," Young Adult Fiction , Classics",5.29,12.0
379,A Passion for Golf: The Best of Golf Writing,"By Garrity, John (INT) and Bishop, Schuyler (EDT)"," Sports & Recreation , Golf",5.58,12.0
380,The Way of the Wizard: Twenty Spiritual Lessons for Creating the Life You Want,"By Chopra, Deepak"," Religion , Spirituality",4.99,12.0
381,Handmade for Profit!: Hundreds of Secrets to Success in Selling Arts and Crafts,"By Brabec, Barbara"," Crafts & Hobbies , Reference",5.29,12.0
382,Totline Teaching Tales ~ Short-Short Stories ~ Simple Stories For Young Children Plus Seasonal Activities,"By Warren, Jean and McKinnon, Elizabeth S. (EDT)",,5.29,12.0
383,Treasury Whole Language Literature Ideas (Troll Teacher Idea Books),"By Reeves, Barbara",,5.29,12.0
384,Meet the Author (Troll Professional Series),"By Orzakis, Laurie",,5.29,12.0
385,"Adventuring Along the Southeast Coast: The Sierra Club Guide to the Low Country, Beaches, and Barrier Islands of North Carolina, South Carolina, and (Sierra Club Adventure Travel Guides)","By Bowen, John"," Travel , United States , South , South Atlantic (DC, DE, FL, GA, MD, NC, SC, VA, WV)",5.29,12.0
386,Totline Teaching Tales ~ Teeny-Tiny Folktales ~ Simple Folktales For Young Children Plus Flannelboard Patterns,"By Warren, Jean",,5.29,12.0
387,"Discovering Oceans, Lakes, Ponds and Puddles","By Frame, Jeron Ashford and Holladay, Scott (ILT)"," Young Adult Nonfiction , Science & Nature , Earth Sciences",5.29,12.0
388,Game Birds Of North America,"By Rue, Leonard Lee",,10.99,12.0
389,The Birdwatcher's Companion,"By MacKay, Barry Kent",,13.13,12.0
390,"Stalking birds with color camera,","By Allen, Arthur A",,15.4,11.0
391,Glorious French Food: A Fresh Approach to the Classics,"By Peterson, James"," Cooking , Regional & Ethnic , French",9.5,11.0
392,The Portrait of a Lady (Oxford World's Classics),"By James, Henry and Bradbury, Nicola (EDT)"," Fiction , Classics",5.29,11.0
393,"Wilderness kingdom, Indian life in the Rocky Mountains: 1840-1847;: The journals & paintings of Nicolas Point","By Point, Nicolas",,17.38,11.0
394,Managing Transitions: Making The Most Of Change,"By Bridges, William"," Business & Economics , Management",4.99,11.0
395,False Assumptions,"By Cloud, Henry and Townsend, John",,5.27,11.0
396,"Mortgaging The Earth: The World Bank, Environmental Impoverishment, and the Crisis of Development","By Rich, Bruce"," Science , Environmental Science",5.64,11.0
397,Banff Springs the Story of a Hotel,By Bart Robinson,,5.29,11.0
398,Origins Of History,"By Butterfield, Herbert",,5.29,11.0
399,What Bird Did That?: A Driver's Guide to Some Common Birds of North America,"By Silver, Burton"," Pets , Birds",4.99,11.0
400,A Separate Peace with Connections (HRW Library),By Holt Mcdougal (COR)," Young Adult Fiction , General",5.29,11.0
401,Inner Revolution,"By Thurman, Robert A. F."," Religion , Buddhism , General",4.99,11.0
402,Lost Cities of the Maya (Discoveries),"By Baudez, Claude F. and Picasso, Sydney"," Social Science , Archaeology",5.29,11.0
403,Life in Ancient Egypt,"By Erman, Adolf"," History , General",4.99,11.0
404,25 Bicycle Tours in New Jersey,"By Zatz, Aline and Zatz, Joel"," Travel , United States , Northeast , Middle Atlantic (NJ, NY, PA)",5.29,11.0
405,The World of the Ancient Maya,"By Henderson, John S."," Social Science , Archaeology",10.99,11.0
406,A delicately personal matter: A J.D. Mulroy mystery novel,"By Werry, Richard R.",,5.29,11.0
407,Terrorism and Democracy,"By Turner, Stansfield",,4.99,11.0
408,A Son of Thunder: Patrick Henry and the American Republic,"By Mayer, Henry"," Biography & Autobiography , Political",5.35,11.0
409,Cam Jansen and the Triceratops Pops Mystery #15,"By Adler, David A. and Natti, Susanna (ILT)"," Juvenile Fiction , Readers , Chapter Books",4.99,11.0
410,Summerland,"By Chabon, Michael"," Juvenile Fiction , Fantasy & Magic",6.06,11.0
411,Three Gospels,"By Price, Reynolds (EDT)"," Religion , Biblical Studies , General",5.29,11.0
412,Creative Conversations: The Writer's Complete Guide to Conducting Interviews,"By Schumacher, Michael"," Language Arts & Disciplines , General",5.29,11.0
413,Doing It,"By Burgess, Melvin"," Young Adult Fiction , Social Themes , Emotions & Feelings",5.29,11.0
414,The Wind in the Willows (Children's Classics),By Kenneth Grahame,,4.99,11.0
415,500 Full-Size Patchwork Patterns,"By Malone, Maggie"," Art , General",5.29,11.0
416,Cases in managerial finance (The Dryden Press series in finance),By Eugene F Brigham,,11.01,11.0
417,Stress And The Family: Coping With Normative Transitions (Psychosocial Stress Series),"By McCubbin, Hamilton I. (EDT)"," Psychology , Psychotherapy , Couples & Family",5.29,11.0
418,Demon of the Waters: The True Story of the Mutiny on the Whaleship Globe,"By Gibson, Gregory"," History , Modern , 19th Century",4.99,10.0
419,The Tiananmen Papers : The Chinese Leadership's Decision to Use Force Against Their Own People - In Their Own Words,"By Liang, Zhang (COM), Nathan, Andrew J. (EDT), Link, Perry (EDT), Nathan, Andrew J., Zhang, Liang, Link, E. Perry (EDT), Zhang, Liang (EDT), Link, E. Perry, and Liang, Zhang"," History , Asia , China",4.99,10.0
420,Struggle for Intimacy (Adult Children of Alcoholics series),"By Woititz, Janet Geringer"," Self-help , Codependency",5.29,9.0
421,550 Home Landscaping Ideas,"By Fell, Derek and Erler, Catriona"," Gardening , General",10.99,9.0
422,Money Harmony: Resolving Money Conflicts in Your Life and Relationships,"By Mellan, Olivia"," Family & Relationships , General",16.49,9.0
423,Who Says Elephants Can't Dance?:  Inside IBM's Historic Turnaround,"By Gerstner, Louis V., Jr."," Business & Economics , Management",4.99,9.0
424,The Expert's Guide To Backyard Birdfeeding,"By Adler, Bill, Hughes, Heide, and Hughes, Heidi"," Science , General",4.99,9.0
425,Totline 123 Puppets (1 2 3 Series:  Language Ages 2-6),"By Warren, Jean",,5.29,9.0
426,American Artists On Art: From 1940 To 1980 (Icon Editions),"By Johnson, Ellen H. (EDT)"," Art , Criticism & Theory",5.29,9.0
427,Swan watch,By Budd Schulberg,,5.47,9.0
428,The American musical theater;: A consideration (A CBS Legacy collection book),"By Engel, Lehman",,10.99,9.0
429,The Princess Test (Princess Tales),"By Andersen, Hans Christian, Levine, Gail Carson, Elliott, Mark (ILT), and Elliott, Mark"," Juvenile Fiction , Royalty",10.99,9.0
430,The Nature of Theatre.,"By Roberts, Vera Mowry",,7.85,9.0
431,Interactive Bulletin Boards,"By Prizzi, Elaine and Hoffmann, Jeanne",,4.99,9.0
432,Parthian Words,By Storm Jameson,,5.86,9.0
433,Best Cat Stories,"By O'Mara, Lesley and Geldart, William Geldart (ILT)"," Pets , Cats , General",5.29,9.0
434,Religion in America: An historical account of the development of American religious life,"By Hudson, Winthrop Still",,12.99,9.0
435,Why Can't I Fall in Love? A 12-Step Program,"By Boteach, Shmuel"," Religion , Judaism , General",5.29,9.0
436,Wolf in the Shadows (A Sharon Mccone Mystery),"By Muller, Marcia"," Fiction , Mystery & Detective , General",5.53,9.0
437,Just Build the Ark and the Animals Will Come:: Children on Bible Stories,"By Heller, David"," Religion , General",5.29,9.0
438,A Man for All Seasons: A Play in Two Acts,"By Bolt, Robert"," Drama , European , English, Irish, Scottish, Welsh",5.29,9.0
439,Jeremy: The Tale of an Honest Bunny,"By Karon, Jan and Weidner, Teri (ILT)"," Juvenile Fiction , Religious , Christian , General",4.99,9.0
440,Invisible No More: The Secret Lives of Women Over 50,"By Fisher, Renee, Kramer, Joyce, Peelen, Jean, and Llc, Invisible No More"," Body, Mind & Spirit , Inspiration & Personal Growth",5.0,9.0
441,Harrap's Spanish and English Pocket Dictionary (Harrap's Dictionaries),"By Alvarez Garcia, Teresa (EDT), Rodger, Liam (EDT), and Ron Diaz, Elena (EDT)"," Reference , Dictionaries",4.99,9.0
442,The National Air and Space Museum,"By Bryan, C. D. B.",,11.71,9.0
443,Free Flight: From Airline Hell to a New Age of Travel,"By Fallows, James M."," Business & Economics , Industries , Hospitality, Travel & Tourism",4.99,9.0
444,The Book of Massage: The Complete Step-by-Step Guide To Eastern And Western Techniques,"By Lidell, Lucinda, Thomas, Sara, Cooke, Carola Beresford, and Porter, Anthony",,4.99,9.0
445,The practice of social research,"By Babbie, Earl",,6.72,8.0
446,"Endangered Pleasures: In Defense of Naps, Bacon, Martinis, Profanity, and Other Indulgences","By Holland, Barbara"," Health & Fitness , Sexuality",5.29,8.0
447,Hosting the Birds: How to Attract Birds to Nest in Your Yard,"By Mahnken, Jan",,5.29,8.0
448,Families on the Fault Line,"By Rubin, Lillian B."," Social Science , General",5.29,8.0
449,Our Last Best Shot: Guiding our Children Through Early Adolescence,"By Stepp, Laura Sessions"," Family & Relationships , Parenting , General",4.99,8.0
450,Intermediate Algebra Functions and Authentic Applications,"By Lehmann, Jay"," Mathematics , Algebra , General",7.4,8.0
451,The Clustering of America,"By Weiss, Michael J."," Social Science , General",4.99,8.0
452,"Nelson Rockefeller,: A biography","By Morris, Joe Alex",,14.62,8.0
453,The PreHistory of The Far Side: A 10th Anniversary Exhibit (Volume 14),"By Larson, Gary"," Humor , Form , Comic Strips & Cartoons",8.79,8.0
454,Double Buckeyes: A Story of the Way America Used to Be,"By Shuster, Bud"," Juvenile Fiction , Historical , General",5.0,8.0
455,Investment Biker: Around the World With Jim Rogers,"By Rogers, Jim"," Business & Economics , General",5.29,8.0
456,Lyndon Baines Johnson: Late a President of the United States: Memorial Services in the Congress of the United States and tributes in eulogy,By Various,,19.95,8.0
457,Readings in art history,"By Spencer, Harold",,5.29,8.0
458,Shakedown: Exposing The Real Jesse Jackson,"By Timmerman, Kenneth R."," Political Science , Civil Rights",8.79,8.0
459,"The Man Who Saw Through Time (The Scribner Library, Lyceum Editions, No. SL429)","By Eiseley, Loren C."," Philosophy , General",5.29,8.0
460,Speaking Out for Animals: True Stories About People Who Rescue Animals,"By Stallwood, Kim W. (EDT)"," Nature , Animals , General",5.29,8.0
461,Message from Forever: A Novel of Aboriginal Wisdom,"By Morgan, Marlo"," Fiction , Literary",4.99,8.0
462,A Prophet In His Own Country: The Triumphs and Defeats of Adlai E. Stevenson,By Kenneth S. Davis,,36.61,8.0
463,"Hacking Exposed: Network Security Secrets & Solutions, Third Edition (Hacking Exposed)","By McClure, Stuart, Scambray, Joel, and Kurtz, George"," Computers , Security , General",6.78,8.0
464,Aditi: The Living Arts of India,"By Adams, Robert and Sethi, Rajeev (EDT)",,10.99,8.0
465,Shuffle Up and Deal: The Ultimate No Limit Texas Hold 'em Guide (World Poker Tour),"By Sexton, Mike"," Games & Activities , Card Games , Poker",4.99,8.0
466,Practical Small Gardens,"By McHoy, Peter"," Gardening , Vegetables",8.79,8.0
467,A Taste for Love: A Romantic Cookbook for Two,"By Harbison, Elizabeth M. and McGowan, Mary"," Cooking , Courses & Dishes , General",5.29,8.0
468,Venom of Argus,"By Avery, Richard",,4.99,8.0
469,The Closing of the American Mind,"By Bloom, Allan"," Social Science , General",4.99,8.0
470,Fight Fat After Forty,"By Peeke, Pamela"," Health & Fitness , General",4.99,8.0
471,On the Edge of Cliff,"By Pritchett, V. S.",,5.29,8.0
472,Romans,By Navigators," Religion , Biblical Studies , New Testament , Paul's Letters",4.99,8.0
473,Ain't You Glad You Joined the Republicans?: A Short History of the Gop,"By Batchelor, John Calvin"," Political Science , General",5.76,8.0
474,The Professional: Lyndon B. Johnson,"By White, William Smith",,12.12,8.0
475,Don't Know Much About the Bible: Everything You Need to Know About the Good Book but Never Learned,"By Davis, Kenneth C."," Religion , Biblical Studies , General",8.79,8.0
476,The Power of Nice,"By Dale, Jim, Shapiro, Ronald M., and Jankowski, Mark A."," Business & Economics , Marketing , General",7.37,8.0
477,Bringing Out the Best in Your Child: 80 Ways to Focus on Every Kid's Strengths,"By Tobias, Cynthia Ulrich and Funk, Carol",,5.29,8.0
478,Dave Barry's Stay Fit and Healthy Until You're Dead,"By Barry, Dave"," Humor , Topic , Sports",4.99,8.0
479,Language and Myth,"By Cassirer, Ernst"," Philosophy , Religious",14.62,8.0
480,Ripken: Cal on Cal,"By Ripken, Cal, Jr., Iooss, Walter (PHT), and Vancil, Mark (EDT)"," Biography & Autobiography , General",8.79,8.0
481,German in 32 Lessons (Gimmick Series),By Adrienne,,5.29,8.0
482,24 Essential Lessons for Investment Success: Learn the Most Important Investment Techniques from the Founder of Investor's Business Daily,"By O'Neil, William J."," Business & Economics , Personal Finance , Investing",4.99,8.0
