BookID,Title,Star_rating,Price,Quantity
459,Shadows of the Past (Logan Point #1),5,39.67,8
460,Roller Girl,5,14.1,8
461,Rising Strong,3,21.82,8
462,Proofs of God: Classical Arguments from Tertullian to Barth,1,54.21,8
463,Please Kill Me: The Uncensored Oral History of Punk,4,31.19,8
464,Out of Print: City Lights Spotlight No. 14,5,53.64,8
465,My Life Next Door (My Life Next Door ),5,36.39,8
466,Miller's Valley,2,58.54,8
467,Man's Search for Meaning,3,29.48,8
468,"Love That Boy: What Two Presidents, Eight Road Trips, and My Son Taught Me About a Parent's Expectations",2,25.06,8
469,Living Forward: A Proven Plan to Stop Drifting and Get the Life You Want,3,12.55,8
470,Les Fleurs du Mal,5,29.04,8
471,Left Behind (Left Behind #1),2,40.72,8
472,Kill 'Em and Leave: Searching for James Brown and the American Soul,5,45.05,8
473,Kierkegaard: A Christian Missionary to Christians,1,47.13,8
474,John Vassos: Industrial Design for Modern Life,4,20.22,8
475,I'll Give You the Sun,1,56.48,8
476,I Will Find You,1,44.21,8
477,Hystopia: A Novel,4,21.96,8
478,Howl and Other Poems,2,40.45,8
479,History of Beauty,4,10.29,8
480,Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back,2,52.86,8
481,Future Shock (Future Shock #1),5,55.65,8
482,Ender's Game (The Ender Quintet #1),1,43.64,8
483,Diary of a Citizen Scientist: Chasing Tiger Beetles and Other New Ways of Engaging the World,1,28.41,8
484,Death by Leisure: A Cautionary Tale,4,37.51,8
485,Brilliant Beacons: A History of the American Lighthouse,3,11.45,8
486,Brazen: The Courage to Find the You That's Been Hiding,2,19.22,8
487,Between the World and Me,4,56.91,8
488,Being Mortal: Medicine and What Matters in the End,4,55.06,8
489,"A Murder Over a Girl: Justice, Gender, Junior High",3,13.2,8
490,32 Yolks,2,53.63,8
491,"""Most Blessed of the Patriarchs"": Thomas Jefferson and the Empire of the Imagination",5,44.48,8
492,You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,3,12.08,7
493,Wildlife of New York: A Five-Borough Coloring Book,2,22.14,7
494,What Happened on Beale Street (Secrets of the South Mysteries #2),5,25.37,7
495,Unreasonable Hope: Finding Faith in the God Who Brings Purpose to Your Pain,2,46.33,7
496,Under the Tuscan Sun,3,37.33,7
497,Toddlers Are A**holes: It's Not Your Fault,1,25.55,7
498,The Year of Living Biblically: One Man's Humble Quest to Follow the Bible as Literally as Possible,1,34.72,7
499,The Whale,4,35.96,7
500,The Story of Art,4,41.14,7
501,The Origin of Species,4,10.01,7
502,The Great Gatsby,4,36.05,7
503,The Good Girl,3,49.03,7
504,The Glass Castle,1,16.24,7
505,The Faith of Christopher Hitchens: The Restless Soul of the World's Most Notorious Atheist,1,39.55,7
506,The Drowning Girls,3,35.67,7
507,The Constant Princess (The Tudor Court #1),3,16.62,7
508,The Bourne Identity (Jason Bourne #1),4,42.78,7
509,The Bachelor Girl's Guide to Murder (Herringford and Watts Mysteries #1),5,52.3,7
510,The Art Book,2,32.34,7
511,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,4,33.17,7
512,Team of Rivals: The Political Genius of Abraham Lincoln,5,20.12,7
513,Steal Like an Artist: 10 Things Nobody Told You About Being Creative,2,20.9,7
514,"Sit, Stay, Love",3,20.9,7
515,Sister Dear,4,40.2,7
516,"Shrunken Treasures: Literary Classics, Short, Sweet, and Silly",3,52.87,7
517,"Rich Dad, Poor Dad",1,51.74,7
518,Raymie Nightingale,2,34.41,7
519,Playing from the Heart,1,32.38,7
520,Nightstruck: A Novel,4,50.35,7
521,"Naturally Lean: 125 Nourishing Gluten-Free, Plant-Based Recipes--All Under 300 Calories",5,11.38,7
522,Meternity,3,43.58,7
523,Memoirs of a Geisha,3,49.67,7
524,Like Never Before (Walker Family #2),2,28.77,7
525,Life of Pi,4,13.22,7
526,Leave This Song Behind: Teen Poetry at Its Best,5,51.17,7
527,King's Folly (The Kinsman Chronicles #1),5,39.61,7
528,John Adams,4,57.43,7
529,How to Cook Everything Vegetarian: Simple Meatless Recipes for Great Food (How to Cook Everything),4,46.01,7
530,How to Be a Domestic Goddess: Baking and the Art of Comfort Cooking,2,28.25,7
531,Good in Bed (Cannie Shapiro #1),5,37.05,7
532,"Fruits Basket, Vol. 7 (Fruits Basket #7)",1,19.57,7
533,For the Love: Fighting for Grace in a World of Impossible Standards,3,45.13,7
534,Finding God in the Ruins: How God Redeems Pain,2,46.64,7
535,Every Heart a Doorway (Every Heart A Doorway #1),5,12.16,7
536,Delivering the Truth (Quaker Midwife Mystery #1),4,20.89,7
537,Counted With the Stars (Out from Egypt #1),5,17.97,7
538,"Chronicles, Vol. 1",2,52.6,7
539,Blue Like Jazz: Nonreligious Thoughts on Christian Spirituality,1,25.77,7
540,Benjamin Franklin: An American Life,3,48.19,7
541,A Summer In Europe,2,44.34,7
542,A Short History of Nearly Everything,5,52.4,7
543,A Gathering of Shadows (Shades of Magic #2),4,44.81,7
544,The Sound Of Love,5,57.84,6
545,The Rise and Fall of the Third Reich: A History of Nazi Germany,2,39.67,6
546,The Perks of Being a Wallflower,3,55.02,6
547,The Mysterious Affair at Styles (Hercule Poirot #1),4,24.8,6
548,The Man Who Mistook His Wife for a Hat and Other Clinical Tales,4,59.45,6
549,The Makings of a Fatherless Child,2,31.58,6
550,The Joy of Cooking,4,43.27,6
551,The Invention of Wings,1,37.34,6
552,The Hobbit (Middle-Earth Universe),5,17.8,6
553,The Great Railway Bazaar,1,30.54,6
554,The Golden Compass (His Dark Materials #1),1,18.77,6
555,The God Delusion,3,46.85,6
556,The Girl You Left Behind (The Girl You Left Behind #1),1,15.79,6
557,The Fellowship of the Ring (The Lord of the Rings #1),2,10.27,6
558,The Collected Poems of W.B. Yeats (The Collected Works of W.B. Yeats #1),5,15.42,6
559,The Barefoot Contessa Cookbook,5,59.92,6
560,Tell the Wolves I'm Home,2,50.96,6
561,Ship Leaves Harbor: Essays on Travel by a Recovering Journeyman,3,30.6,6
562,Pride and Prejudice,4,19.27,6
563,Musicophilia: Tales of Music and the Brain,1,46.58,6
564,Mere Christianity,3,48.51,6
565,Me Before You (Me Before You #1),1,19.02,6
566,In the Woods (Dublin Murder Squad #1),2,38.38,6
567,In Cold Blood,4,49.98,6
568,How to Stop Worrying and Start Living,5,46.49,6
569,Give It Back,2,18.32,6
570,"Girl, Interrupted",3,42.14,6
571,Fun Home: A Family Tragicomic,4,56.59,6
572,"Fruits Basket, Vol. 6 (Fruits Basket #6)",4,20.96,6
573,Deception Point,4,40.32,6
574,"Death Note, Vol. 6: Give-and-Take (Death Note #6)",3,36.39,6
575,Catherine the Great: Portrait of a Woman,4,58.55,6
576,Better Homes and Gardens New Cook Book,3,39.61,6
577,An Unquiet Mind: A Memoir of Moods and Madness,3,21.3,6
578,A Year in Provence (Provence #1),4,56.88,6
579,World Without End (The Pillars of the Earth #2),4,32.97,5
580,"Will Grayson, Will Grayson (Will Grayson, Will Grayson)",4,47.31,5
581,Why Save the Bankers?: And Other Essays on Our Economic and Political Crisis,2,48.67,5
582,Where She Went (If I Stay #2),4,41.73,5
583,What If?: Serious Scientific Answers to Absurd Hypothetical Questions,4,53.68,5
584,Two Summers,1,14.64,5
585,This Is Your Brain on Music: The Science of a Human Obsession,1,38.4,5
586,The Secret Garden,4,15.08,5
587,The Raven King (The Raven Cycle #4),2,30.57,5
588,The Raven Boys (The Raven Cycle #1),4,57.74,5
589,The Power Greens Cookbook: 140 Delicious Superfood Recipes,5,11.05,5
590,The Metamorphosis,1,28.58,5
591,The Mathews Men: Seven Brothers and the War Against Hitler's U-boats,5,42.91,5
592,The Little Paris Bookshop,3,24.73,5
593,The Hiding Place,4,55.91,5
594,The Grand Design,3,13.76,5
595,The Firm,3,45.56,5
596,The Fault in Our Stars,1,47.22,5
597,The False Prince (The Ascendance Trilogy #1),5,56,5
598,The Expatriates,2,44.58,5
599,The Dream Thieves (The Raven Cycle #2),1,34.5,5
600,The Darkest Corners,5,11.33,5
601,The Crossover,4,38.77,5
602,The 5th Wave (The 5th Wave #1),2,11.83,5
603,Tell the Wind and Fire,3,45.51,5
604,Tell Me Three Things,1,41.81,5
605,Talking to Girls About Duran Duran: One Young Man's Quest for True Love and a Cooler Haircut,4,25.15,5
606,Siddhartha,5,34.22,5
607,Shiver (The Wolves of Mercy Falls #1),5,16.23,5
608,Remember Me?,3,11.48,5
609,Red Dragon (Hannibal Lecter #1),3,23.37,5
610,Peak: Secrets from the New Science of Expertise,2,16.28,5
611,My Mother Was Nuts,4,31.63,5
612,Mexican Today: New and Rediscovered Recipes for Contemporary Kitchens,5,24.91,5
613,Maybe Something Beautiful: How Art Transformed a Neighborhood,1,22.54,5
614,Lola and the Boy Next Door (Anna and the French Kiss #2),4,23.63,5
615,Logan Kade (Fallen Crest High #5.5),2,13.12,5
616,Last One Home (New Beginnings #1),3,59.98,5
617,Killing Floor (Jack Reacher #1),4,31.49,5
618,Kill the Boy Band,5,15.52,5
619,Isla and the Happily Ever After (Anna and the French Kiss #3),5,48.13,5
620,If I Stay (If I Stay #1),5,38.13,5
621,I Know Why the Caged Bird Sings (Maya Angelou's Autobiography #1),2,36.55,5
622,Harry Potter and the Deathly Hallows (Harry Potter #7),1,23.32,5
623,"Fruits Basket, Vol. 5 (Fruits Basket #5)",1,16.33,5
624,Foundation (Foundation (Publication Order) #1),1,32.42,5
625,Fool Me Once,1,16.96,5
626,Find Her (Detective D.D. Warren #8),1,22.37,5
627,Evicted: Poverty and Profit in the American City,1,42.27,5
628,Drama,2,38.7,5
629,Dracula the Un-Dead,5,35.63,5
630,Digital Fortress,5,58,5
631,"Death Note, Vol. 5: Whiteout (Death Note #5)",1,52.41,5
632,"Data, A Love Story: How I Gamed Online Dating to Meet My Match",3,32.35,5
633,Critique of Pure Reason,1,20.75,5
634,Booked,5,17.49,5
635,"Blue Lily, Lily Blue (The Raven Cycle #3)",5,34.13,5
636,Approval Junkie: Adventures in Caring Too Much,5,58.81,5
637,An Abundance of Katherines,5,10,5
638,America's War for the Greater Middle East: A Military History,2,51.22,5
639,Alight (The Generations Trilogy #2),4,58.59,5
640,A Girl's Guide to Moving On (New Beginnings #2),1,31.3,5
641,A Game of Thrones (A Song of Ice and Fire #1),2,46.42,5
642,A Feast for Crows (A Song of Ice and Fire #4),4,17.21,5
643,A Clash of Kings (A Song of Ice and Fire #2),3,10.79,5
644,Vogue Colors A to Z: A Fashion Coloring Book,4,52.35,4
645,The Shining (The Shining #1),3,27.88,4
646,The Pilgrim's Progress,2,50.26,4
647,The Perfect Play (Play by Play #1),3,59.99,4
648,The Passion of Dolssa,5,28.32,4
649,The Jazz of Physics: The Secret Link Between Music and the Structure of the Universe,3,38.71,4
650,The Hunger Games (The Hunger Games #1),5,29.85,4
651,The Hound of the Baskervilles (Sherlock Holmes #5),2,14.82,4
652,The Gunning of America: Business and the Making of American Gun Culture,4,16.81,4
653,The Geography of Bliss: One Grump's Search for the Happiest Places in the World,2,28.23,4
654,The Demonists (Demonist #1),2,52.11,4
655,"The Demon Prince of Momochi House, Vol. 4 (The Demon Prince of Momochi House #4)",2,27.88,4
656,The Bone Hunters (Lexy Vaughan & Steven Macaulay #2),3,59.71,4
657,The Beast (Black Dagger Brotherhood #14),5,46.08,4
658,Some Women,5,13.73,4
659,Shopaholic Ties the Knot (Shopaholic #3),5,48.39,4
660,Paper and Fire (The Great Library #2),5,49.45,4
661,Outlander (Outlander #1),5,19.67,4
662,"Orchestra of Exiles: The Story of Bronislaw Huberman, the Israel Philharmonic, and the One Thousand Jews He Saved from Nazi Horrors",3,12.36,4
663,No One Here Gets Out Alive,5,20.02,4
664,Night Shift (Night Shift #1-20),4,12.75,4
665,Needful Things,4,47.51,4
666,Mockingjay (The Hunger Games #3),4,20.44,4
667,Misery,2,34.79,4
668,Little Women (Little Women #1),4,28.07,4
669,It,3,25.01,4
670,Harry Potter and the Sorcerer's Stone (Harry Potter #1),3,13.9,4
671,Harry Potter and the Prisoner of Azkaban (Harry Potter #3),4,24.17,4
672,Harry Potter and the Order of the Phoenix (Harry Potter #5),4,31.63,4
673,Harry Potter and the Half-Blood Prince (Harry Potter #6),5,48.75,4
674,Harry Potter and the Chamber of Secrets (Harry Potter #2),1,14.74,4
675,Gone with the Wind,3,32.49,4
676,God Is Not Great: How Religion Poisons Everything,1,27.8,4
677,Girl With a Pearl Earring,1,26.77,4
678,"Fruits Basket, Vol. 4 (Fruits Basket #4)",4,50.44,4
679,Far From True (Promise Falls Trilogy #2),2,34.93,4
680,Dark Lover (Black Dagger Brotherhood #1),1,12.87,4
681,Confessions of a Shopaholic (Shopaholic #1),2,48.94,4
682,Changing the Game (Play by Play #2),3,13.38,4
683,Candide,3,58.63,4
684,Can You Keep a Secret?,1,21.94,4
685,Atlas Shrugged,5,26.58,4
686,Animal Farm,3,57.22,4
687,A Walk to Remember,1,56.43,4
688,A New Earth: Awakening to Your Life's Purpose,5,55.65,4
689,"A History of God: The 4,000-Year Quest of Judaism, Christianity, and Islam",1,27.62,4
690,'Salem's Lot,4,49.56,4
691,Zero History (Blue Ant #3),1,34.77,3
692,Wuthering Heights,3,17.73,3
693,World War Z: An Oral History of the Zombie War,1,21.8,3
694,Wild: From Lost to Found on the Pacific Crest Trail,3,46.02,3
695,"Where'd You Go, Bernadette",1,18.13,3
696,When You Are Engulfed in Flames,5,30.89,3
697,We the People: The Modern-Day Figures Who Have Reshaped and Affirmed the Founding Fathers' Vision of America,3,31.95,3
698,We Are All Completely Beside Ourselves,1,24.04,3
699,Walk the Edge (Thunder Road #2),3,32.36,3
700,Voyager (Outlander #3),5,21.07,3
701,Very Good Lives: The Fringe Benefits of Failure and the Importance of Imagination,3,50.66,3
702,Vegan Vegetarian Omnivore: Dinner for Everyone at the Table,2,13.66,3
703,"Unstuffed: Decluttering Your Home, Mind, and Soul",1,58.09,3
704,Under the Banner of Heaven: A Story of Violent Faith,1,30,3
705,Two Boys Kissing,2,32.74,3
706,Twilight (Twilight #1),2,41.93,3
707,Twenties Girl,2,42.8,3
708,"Trespassing Across America: One Man's Epic, Never-Done-Before (and Sort of Illegal) Hike Across the Heartland",1,53.51,3
709,Three-Martini Lunch,3,23.21,3
710,"Thinking, Fast and Slow",1,21.14,3
711,The Wild Robot,3,56.07,3
712,"The Wicked + The Divine, Vol. 3: Commercial Suicide (The Wicked + The Divine)",3,14.41,3
713,The Undomestic Goddess,4,45.75,3
714,The Travelers,1,15.77,3
715,The Tipping Point: How Little Things Can Make a Big Difference,2,10.02,3
716,The Thing About Jellyfish,1,48.77,3
717,The Stand,2,57.86,3
718,The Smitten Kitchen Cookbook,1,23.59,3
719,The Silkworm (Cormoran Strike #2),5,23.05,3
720,"The Sandman, Vol. 3: Dream Country (The Sandman (volumes) #3)",5,55.55,3
721,The Rose & the Dagger (The Wrath and the Dawn #2),4,58.64,3
722,The Road to Little Dribbling: Adventures of an American in Britain (Notes From a Small Island #2),1,23.21,3
723,The Rise of Theodore Roosevelt (Theodore Roosevelt #1),3,42.57,3
724,The Restaurant at the End of the Universe (Hitchhiker's Guide to the Galaxy #2),1,10.92,3
725,The Rest Is Noise: Listening to the Twentieth Century,1,34.77,3
726,The Red Tent,5,35.66,3
727,The Purpose Driven Life: What on Earth Am I Here for?,3,37.19,3
728,The Purest Hook (Second Circle Tattoos #3),1,12.25,3
729,The Picture of Dorian Gray,2,29.7,3
730,The Paris Wife,3,36.8,3
731,The Obsession,1,45.43,3
732,The Nightingale,4,26.26,3
733,The New Guy (and Other Senior Year Distractions),3,44.92,3
734,The Nanny Diaries (Nanny #1),5,52.53,3
735,The Name of God is Mercy,2,37.25,3
736,The Maze Runner (The Maze Runner #1),1,20.93,3
737,The Lover's Dictionary,2,58.09,3
738,The Lonely Ones,5,43.59,3
739,The Lean Startup: How Today's Entrepreneurs Use Continuous Innovation to Create Radically Successful Businesses,3,33.92,3
740,The Last Painting of Sara de Vos,2,55.55,3
741,"The Land of 10,000 Madonnas",4,29.64,3
742,The Infinities,1,27.41,3
743,The Husband's Secret,5,52.51,3
744,The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy #1),3,47.8,3
745,The Guns of August,2,14.54,3
746,The Guernsey Literary and Potato Peel Pie Society,1,49.53,3
747,The Goldfinch,3,43.58,3
748,The Giver (The Giver Quartet #1),1,12.3,3
749,The Girl with All the Gifts,3,49.47,3
750,The Girl Who Played with Fire (Millennium Trilogy #2),2,22.14,3
751,The Girl Who Kicked the Hornet's Nest (Millennium Trilogy #3),1,57.48,3
752,The Exiled,3,43.45,3
753,"The End of Faith: Religion, Terror, and the Future of Reason",4,22.13,3
754,"The Elegant Universe: Superstrings, Hidden Dimensions, and the Quest for the Ultimate Theory",4,13.03,3
755,"The Disappearing Spoon: And Other True Tales of Madness, Love, and the History of the World from the Periodic Table of the Elements",5,57.35,3
756,The Devil Wears Prada (The Devil Wears Prada #1),1,44.29,3
757,The Demon-Haunted World: Science as a Candle in the Dark,4,52.25,3
758,The Day the Crayons Came Home (Crayons),5,26.33,3
759,The Da Vinci Code (Robert Langdon #2),2,22.96,3
760,The Cuckoo's Calling (Cormoran Strike #1),1,19.21,3
761,The Complete Stories and Poems (The Works of Edgar Allan Poe [Cameo Edition]),4,26.78,3
762,The Complete Poems,5,41.32,3
763,The Catcher in the Rye,1,24.55,3
764,The Cat in the Hat (Beginner Books B-1),2,16.26,3
765,The Case for Christ (Cases for Christianity),1,47.84,3
766,The Book Thief,2,53.49,3
767,The Book of Basketball: The NBA According to The Sports Guy,5,44.84,3
768,The Blind Side: Evolution of a Game,5,53.71,3
769,The Autobiography of Malcolm X,2,23.43,3
770,"The Art of Simple Food: Notes, Lessons, and Recipes from a Delicious Revolution",3,34.32,3
771,The Art of Fielding,1,22.1,3
772,"Surely You're Joking, Mr. Feynman!: Adventures of a Curious Character",2,25.83,3
773,Stiff: The Curious Lives of Human Cadavers,3,36.74,3
774,Spilled Milk: Based on a True Story,1,49.51,3
775,Something Borrowed (Darcy & Rachel #1),5,48.96,3
776,Something Blue (Darcy & Rachel #2),1,54.62,3
777,Soldier (Talon #3),2,24.72,3
778,Shopaholic & Baby (Shopaholic #5),2,46.45,3
779,Seven Days in the Art World,2,52.33,3
780,Seven Brief Lessons on Physics,4,30.6,3
781,Scarlet (The Lunar Chronicles #2),4,14.57,3
782,Sarah's Key,1,46.29,3
783,"Saga, Volume 3 (Saga (Collected Editions) #3)",5,21.57,3
784,Running with Scissors,4,12.91,3
785,Rogue Lawyer (Rogue Lawyer #1),3,50.11,3
786,"Rise of the Rocket Girls: The Women Who Propelled Us, from Missiles to the Moon to Mars",4,41.67,3
787,Rework,2,44.88,3
788,Reservations for Two,3,11.1,3
789,Red: The True Story of Red Riding Hood,3,28.54,3
790,Ready Player One,4,19.07,3
791,Quiet: The Power of Introverts in a World That Can't Stop Talking,1,43.55,3
792,Prodigy: The Graphic Novel (Legend: The Graphic Novel #2),3,43.63,3
793,Persepolis: The Story of a Childhood (Persepolis #1-2),1,39.13,3
794,Packing for Mars: The Curious Science of Life in the Void,2,56.68,3
795,Outliers: The Story of Success,1,14.16,3
796,Original Fake,3,31.45,3
797,Orange Is the New Black,2,24.61,3
798,One for the Money (Stephanie Plum #1),2,32.87,3
799,Notes from a Small Island (Notes From a Small Island #1),1,40.17,3
800,Night (The Night Trilogy #1),1,13.51,3
801,Neither Here nor There: Travels in Europe,3,38.95,3
802,Naked,3,31.69,3
803,Morning Star (Red Rising #3),1,29.4,3
804,"Miracles from Heaven: A Little Girl, Her Journey to Heaven, and Her Amazing Story of Healing",1,57.83,3
805,Midnight Riot (Peter Grant/ Rivers of London - books #1),2,55.46,3
806,Me Talk Pretty One Day,2,57.6,3
807,Manuscript Found in Accra,2,34.98,3
808,Lust & Wonder,2,11.87,3
809,Lila (Gilead #3),3,12.47,3
810,"Life, the Universe and Everything (Hitchhiker's Guide to the Galaxy #3)",2,33.26,3
811,Life Without a Recipe,5,59.04,3
812,Life After Life,2,26.13,3
813,Letter to a Christian Nation,1,22.2,3
814,Let's Pretend This Never Happened: A Mostly True Memoir,1,45.11,3
815,Legend (Legend #1),4,43.69,3
816,"Lean In: Women, Work, and the Will to Lead",1,25.02,3
817,"Lamb: The Gospel According to Biff, Christ's Childhood Pal",5,55.5,3
818,Lady Renegades (Rebel Belle #3),5,53.04,3
819,Jurassic Park (Jurassic Park #1),1,44.97,3
820,It's Never Too Late to Begin Again: Discovering Creativity and Meaning at Midlife and Beyond,1,42.38,3
821,Is Everyone Hanging Out Without Me? (And Other Concerns),3,20.11,3
822,Into the Wild,5,56.7,3
823,Inferno (Robert Langdon #4),5,41,3
824,"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin",3,28.85,3
825,If I Run (If I Run #1),4,49.97,3
826,I've Got Your Number,1,19.69,3
827,I Am Malala: The Girl Who Stood Up for Education and Was Shot by the Taliban,2,28.88,3
828,Hungry Girl Clean & Hungry: Easy All-Natural Recipes for Healthy Eating in the Real World,3,33.14,3
829,"House of Lost Worlds: Dinosaurs, Dynasties, and the Story of Life on Earth",2,43.7,3
830,House of Leaves,1,54.89,3
831,Horrible Bear!,2,37.52,3
832,Holidays on Ice,2,51.07,3
833,Heir to the Sky,4,44.07,3
834,Green Eggs and Ham (Beginner Books B-16),4,10.79,3
835,"Grayson, Vol 3: Nemesis (Grayson #3)",1,42.72,3
836,Gratitude,5,26.66,3
837,Gone Girl,5,37.6,3
838,Golden (Heart of Dread #3),4,42.21,3
839,Girl in the Blue Coat,2,46.83,3
840,"Fruits Basket, Vol. 3 (Fruits Basket #3)",2,45.17,3
841,"Friday Night Lights: A Town, a Team, and a Dream",3,51.22,3
842,Fire Bound (Sea Haven/Sisters of the Heart #5),4,21.28,3
843,Fifty Shades Freed (Fifty Shades #3),5,15.36,3
844,Fellside,1,38.62,3
845,Extreme Prey (Lucas Davenport #26),3,25.4,3
846,Eragon (The Inheritance Cycle #1),3,43.87,3
847,Eclipse (Twilight #3),1,18.74,3
848,Dune (Dune #1),1,54.86,3
849,Dracula,3,52.62,3
850,Do Androids Dream of Electric Sheep? (Blade Runner #1),1,51.48,3
851,Disrupted: My Misadventure in the Start-Up Bubble,5,15.28,3
852,Dead Wake: The Last Crossing of the Lusitania,5,39.24,3
853,"David and Goliath: Underdogs, Misfits, and the Art of Battling Giants",1,17.81,3
854,Darkfever (Fever #1),1,56.02,3
855,Dark Places,5,23.9,3
856,Crazy Rich Asians (Crazy Rich Asians #1),5,49.13,3
857,Counting Thyme,1,10.62,3
858,Cosmos,2,36.17,3
859,Civilization and Its Discontents,2,59.95,3
860,Cinder (The Lunar Chronicles #1),1,26.09,3
861,Catastrophic Happiness: Finding Joy in Childhood's Messy Years,2,37.35,3
862,Career of Evil (Cormoran Strike #3),2,24.72,3
863,Breaking Dawn (Twilight #4),5,35.28,3
864,Brave Enough,5,51.32,3
865,Boy Meets Boy,3,21.12,3
866,"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen",2,27.35,3
867,Blink: The Power of Thinking Without Thinking,5,21.74,3
868,Black Flags: The Rise of ISIS,1,40.87,3
869,"Black Butler, Vol. 1 (Black Butler #1)",1,49.31,3
870,Big Little Lies,1,22.11,3
871,Between Shades of Gray,5,20.79,3
872,Best of My Love (Fool's Gold #20),2,27.41,3
873,Beowulf,2,38.35,3
874,Beautiful Creatures (Caster Chronicles #1),5,21.55,3
875,Awkward,2,38.02,3
876,Ash,4,22.06,3
877,Are We There Yet?,3,10.66,3
878,Are We Smart Enough to Know How Smart Animals Are?,1,56.58,3
879,Annie on My Mind,5,36.83,3
880,And Then There Were None,2,35.01,3
881,A Walk in the Woods: Rediscovering America on the Appalachian Trail,4,30.48,3
882,A Visit from the Goon Squad,5,14.08,3
883,A Storm of Swords (A Song of Ice and Fire #3),2,31.22,3
884,A Heartbreaking Work of Staggering Genius,5,54.29,3
885,8 Keys to Mental Health Through Exercise,1,31.04,3
886,#GIRLBOSS,1,50.96,3
887,"The Suffragettes (Little Black Classics, #96)",2,11.89,2
888,The Sense of an Ending,3,31.38,2
889,"The Sandman, Vol. 2: The Doll's House (The Sandman (volumes) #2)",1,54.81,2
890,The Course of Love,3,16.78,2
891,Sugar Rush (Offensive Line #2),1,24.42,2
892,"Saga, Volume 2 (Saga (Collected Editions) #2)",3,11.75,2
893,"Run, Spot, Run: The Ethics of Keeping Pets",1,20.02,2
894,New Moon (Twilight #2),4,12.86,2
895,Life,5,31.58,2
896,Kindle Paperwhite User's Guide,3,34,2
897,H is for Hawk,5,57.42,2
898,Girl Online On Tour (Girl Online #2),1,53.47,2
899,"Fruits Basket, Vol. 2 (Fruits Basket #2)",5,11.64,2
900,Diary of a Minecraft Zombie Book 1: A Scare of a Dare (An Unofficial Minecraft Book),4,52.88,2
901,"Y: The Last Man, Vol. 1: Unmanned (Y: The Last Man #1)",4,18.51,1
902,While You Were Mine,5,41.32,1
903,Where Lightning Strikes (Bleeding Stars #3),3,39.77,1
904,When I'm Gone,3,51.96,1
905,Ways of Seeing,5,39.51,1
906,"Vampire Knight, Vol. 1 (Vampire Knight #1)",1,15.4,1
907,Vampire Girl (Vampire Girl #1),2,53.82,1
908,Twenty Love Poems and a Song of Despair,4,30.95,1
909,Travels with Charley: In Search of America,5,57.82,1
910,Three Wishes (River of Time: California #1),2,44.18,1
911,This One Moment (Pushing Limits #1),1,48.71,1
912,The Zombie Room,5,19.69,1
913,"The Wicked + The Divine, Vol. 1: The Faust Act (The Wicked + The Divine)",2,36.52,1
914,The Tumor,5,41.56,1
915,The Story of Hong Gildong,4,43.19,1
916,The Silent Wife,5,12.34,1
917,The Silent Twin (Detective Jennifer Knight #3),3,36.25,1
918,The Selfish Gene,1,29.45,1
919,The Secret Healer,3,34.56,1
920,"The Sandman, Vol. 1: Preludes and Nocturnes (The Sandman (volumes) #1)",3,54.12,1
921,The Republic,3,33.78,1
922,The Odyssey,3,29.64,1
923,The No. 1 Ladies' Detective Agency (No. 1 Ladies' Detective Agency #1),4,57.7,1
924,The Nicomachean Ethics,1,36.34,1
925,The Name of the Wind (The Kingkiller Chronicle #1),3,50.59,1
926,The Mirror & the Maze (The Wrath and the Dawn #1.5),1,29.38,1
927,The Little Prince,2,45.42,1
928,The Light of the Fireflies,1,54.43,1
929,The Last Girl (The Dominion Trilogy #1),2,36.26,1
930,The Iliad,1,16.16,1
931,The Hook Up (Game On #1),5,36.29,1
932,The Haters,5,27.89,1
933,The Girl You Lost,5,12.29,1
934,The Girl In The Ice (DCI Erika Foster #1),3,15.85,1
935,The End of the Jesus Era (An Investigation #1),1,14.4,1
936,The Edge of Reason (Bridget Jones #2),4,19.18,1
937,The Complete Maus (Maus #1-2),3,10.64,1
938,The Communist Manifesto,3,14.76,1
939,The Bhagavad Gita,3,57.49,1
940,The Bette Davis Club,3,30.66,1
941,The Art of Not Breathing,4,40.83,1
942,Taking Shots (Assassins #1),2,18.88,1
943,Starlark,3,25.83,1
944,"Skip Beat!, Vol. 01 (Skip Beat! #1)",3,42.12,1
945,Sister Sable (The Mad Queen #1),3,13.33,1
946,Shatter Me (Shatter Me #1),1,42.4,1
947,Shameless,3,58.35,1
948,Shadow Rites (Jane Yellowrock #10),4,21.72,1
949,Settling the Score (The Summer Games #1),2,44.91,1
950,Sense and Sensibility,1,37.46,1
951,"Saga, Volume 1 (Saga (Collected Editions) #1)",1,28.48,1
952,"Rhythm, Chord & Malykhin",2,28.34,1
953,"Rat Queens, Vol. 1: Sass & Sorcery (Rat Queens (Collected Editions) #1-5)",5,46.96,1
954,Paradise Lost (Paradise #1),1,24.96,1
955,"Paper Girls, Vol. 1 (Paper Girls #1-5)",4,21.71,1
